"","X.1","ensembl_transcript_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","X","gene_biotype","external_gene_name","ensembl_gene_id"
"1",1,"ENSMUST00000000001",197.314102481669,-0.188040911950525,0.131836757642862,-1.42631626651435,0.153777071303394,0.401521825871248,18802,"protein_coding","Gnai3","ENSMUSG00000000001"
"2",2,"ENSMUST00000000003",0,NA,NA,NA,NA,NA,21322,"protein_coding","Pbsn","ENSMUSG00000000003"
"47125",47125,"ENSMUST00000174042",6.29422998851386,0.709674456999054,0.455461884873274,1.55814236178404,0.119199504638689,0.337773685400815,51403,"protein_coding","Hoxb9","ENSMUSG00000020875"
"4",4,"ENSMUST00000000028",27.53987608954,-0.1105896414651,0.465593767707215,-0.237523886992068,0.81225039020783,0.942351530390336,40400,"protein_coding","Cdc45","ENSMUSG00000000028"
"5",5,"ENSMUST00000000033",110.55140082173,0.170421557399396,0.191447599189085,0.890173384890959,0.373372793407609,0.675451662725427,108425,"protein_coding","Igf2","ENSMUSG00000048583"
"6",6,"ENSMUST00000000049",12.8209899213277,1.58000428840932,0.64916561860819,2.43390013752862,0.0149371154715049,0.0739439676973014,69335,"protein_coding","Apoh","ENSMUSG00000000049"
"7",7,"ENSMUST00000000058",228.988198562687,0.0996476807273103,0.15975120279819,0.623767952803414,0.532779988905773,0.801094635890953,53918,"protein_coding","Cav2","ENSMUSG00000000058"
"8",8,"ENSMUST00000000080",362.634786604411,-0.972880586365522,0.122174917949382,-7.96301403507877,1.67898408074168e-15,9.99301676770033e-14,19077,"protein_coding","Klf6","ENSMUSG00000000078"
"9",9,"ENSMUST00000000087",433.103739924033,0.352966954572811,0.0852141485436571,4.14211677996147,3.44115040238914e-05,0.000419726655388921,48598,"protein_coding","Scmh1","ENSMUSG00000000085"
"10",10,"ENSMUST00000000090",3443.95551095627,-0.0182954645458818,0.159147809233282,-0.114958946868467,0.908477661898752,0.97695333653093,8692,"protein_coding","Cox5a","ENSMUSG00000000088"
"19836",19836,"ENSMUST00000099145",1160.81283399522,0.326068708982104,0.128895474499593,2.52971417536566,0.0114155478709386,0.0596134597389585,105801,"protein_coding","Dlgap4","ENSMUSG00000061689"
"12",12,"ENSMUST00000000095",61.7849176206486,0.275395677228792,0.158955934273129,1.73252844247757,0.0831795174805057,0.261752958956059,97156,"protein_coding","Tbx2","ENSMUSG00000000093"
"23643",23643,"ENSMUST00000108045",47.259383194453,0.225428695686891,0.365502222938465,0.616764226150392,0.537390251260734,0.803894751379425,98969,"protein_coding","Tbx4","ENSMUSG00000000094"
"14",14,"ENSMUST00000000109",1.39616488700578,0.184959276593354,1.36597554468741,0.135404529980572,0.892292042712522,NA,85350,"protein_coding","Cntn1","ENSMUSG00000055022"
"15",15,"ENSMUST00000000122",38.5550711152238,-0.98929933051201,0.313792220934805,-3.15272101891127,0.0016175631674057,0.0120952534984527,102437,"protein_coding","Ngfr","ENSMUSG00000000120"
"16",16,"ENSMUST00000000127",1.30273148752543,2.00287261972587,1.16238415008124,1.72307289254236,0.0848753441518794,NA,50994,"protein_coding","Wnt3","ENSMUSG00000000125"
"24139",24139,"ENSMUST00000108783",281.48302840546,0.522865865504171,0.102445610804469,5.10383862615771,3.32832122114795e-07,6.32461754877488e-06,81613,"protein_coding","Wnt9a","ENSMUSG00000000126"
"18",18,"ENSMUST00000000129",107.633071827359,0.0293531099703723,0.146742704640182,0.200031136418993,0.841456229859291,0.953456871529614,72683,"protein_coding","Fer","ENSMUSG00000000127"
"19",19,"ENSMUST00000000137",560.1228920684,-0.174680955078238,0.0786839381023098,-2.22003320234311,0.0264165138718455,0.114747981068414,45212,"protein_coding","Actr2","ENSMUSG00000020152"
"20",20,"ENSMUST00000000145",420.283496607819,0.294431802595474,0.219842705975808,1.33928392706317,0.18047825918773,0.445222779566612,49048,"protein_coding","Acsl6","ENSMUSG00000020333"
"21",21,"ENSMUST00000000153",591.373760887593,0.771112909354569,0.109524186273245,7.04057191012377,1.91452371116197e-12,8.05528707726206e-11,89477,"protein_coding","Gna12","ENSMUSG00000000149"
"22",22,"ENSMUST00000000161",0,NA,NA,NA,NA,NA,86289,"protein_coding","Itgb2l","ENSMUSG00000000157"
"23",23,"ENSMUST00000000163",0,NA,NA,NA,NA,NA,85888,"protein_coding","Igsf5","ENSMUSG00000000159"
"35926",35926,"ENSMUST00000141366",1.91939693715644,0.169595002549152,0.865388421770358,0.195975585393441,0.844629275478188,0.954546954497718,71703,"protein_coding","Pih1d2","ENSMUSG00000000167"
"25",25,"ENSMUST00000000175",3408.09648591493,0.27588486598612,0.0724121774314723,3.80992363124566,0.000139009724428646,0.00146035229843143,8272,"protein_coding","Sdhd","ENSMUSG00000000171"
"26",26,"ENSMUST00000000186",4.49439404226688,-0.101034957401061,0.414418128201084,-0.243799560216237,0.807386060951981,0.940378618649452,79368,"protein_coding","Fgf23","ENSMUSG00000000182"
"27",27,"ENSMUST00000000187",211.95798098296,1.15153864880189,0.119603893047721,9.62793617714794,6.09411173881943e-22,6.40584104776447e-20,78250,"protein_coding","Fgf6","ENSMUSG00000000183"
"28",28,"ENSMUST00000000188",138.611476423614,0.731080237175787,0.110130712765617,6.6382957016876,3.17330777188524e-11,1.1526179664681e-09,85995,"protein_coding","Ccnd2","ENSMUSG00000000184"
"29",29,"ENSMUST00000000193",3.00511551462187,1.15295256564643,0.612711924874408,1.88172046085566,0.0598739801566669,0.208026022484939,96273,"protein_coding","Ccl2","ENSMUSG00000035385"
"30",30,"ENSMUST00000000194",1.39342628401128,0.398275607257166,0.864461252866136,0.460721178579927,0.644998658418014,NA,97850,"protein_coding","Ccl12","ENSMUSG00000035352"
"31",31,"ENSMUST00000000199",103.007009676656,1.44498397390332,0.135251384164083,10.6836908386114,1.21349028936868e-26,1.94969535663385e-24,106419,"protein_coding","Ncs1","ENSMUSG00000062661"
"32",32,"ENSMUST00000000201",2.54960811469276,0.0245875337400216,0.57613093776364,0.0426769890807509,0.965959022907124,0.99241799983195,14404,"protein_coding","Nalcn","ENSMUSG00000000197"
"33",33,"ENSMUST00000000206",1.78253498746469,0.0179888275879483,0.849329415028231,0.0211800360021093,0.983102039673171,0.996401588250034,6914,"protein_coding","Btbd17","ENSMUSG00000000202"
"44356",44356,"ENSMUST00000167596",1.68414968811039,-1.36938695894123,0.99589508958016,-1.375031339414,0.169121728924886,0.427082052610524,97293,"protein_coding","Slfn4","ENSMUSG00000000204"
"35",35,"ENSMUST00000000219",0.141205182267279,3.29810993841871,3.33559937057772,0.988760810878643,0.322780182277366,NA,18189,"protein_coding","Th","ENSMUSG00000000214"
"36",36,"ENSMUST00000000220",0,NA,NA,NA,NA,NA,108481,"protein_coding","Ins2","ENSMUSG00000000215"
"37",37,"ENSMUST00000000221",0,NA,NA,NA,NA,NA,66828,"protein_coding","Scnn1g","ENSMUSG00000000216"
"38",38,"ENSMUST00000000253",1.35044574352531,0.253508902198218,1.34036467218448,0.189134276260099,0.849987577703554,NA,46661,"protein_coding","Lhx2","ENSMUSG00000000247"
"36201",36201,"ENSMUST00000142388",2.74582054528577,-0.560460428623454,0.698960457659354,-0.801848548772413,0.422640571388929,0.717541540863402,74666,"protein_coding","Clec2g","ENSMUSG00000000248"
"40",40,"ENSMUST00000000260",2857.49772973766,-0.0243038714918218,0.0666904485325309,-0.364428070684914,0.715538377154362,0.902947129304351,66811,"protein_coding","Gmpr","ENSMUSG00000000253"
"41",41,"ENSMUST00000000266",0.102447936344271,-2.23142626589434,3.50475249956909,-0.636685833355905,0.524329503124767,NA,54037,"protein_coding","Ifi202b","ENSMUSG00000026535"
"42",42,"ENSMUST00000000275",0,NA,NA,NA,NA,NA,25872,"protein_coding","Glra3","ENSMUSG00000038257"
"23553",23553,"ENSMUST00000107896",296.140078770437,-0.622398157932619,0.113790259041559,-5.46969629188823,4.50807399551118e-08,9.97793479848723e-07,103840,"protein_coding","Trim25","ENSMUSG00000000275"
